time_ms,value
428609,1001
428709,1000
428809,1000
428909,1000
429009,999
429109,1000
429209,1000
429309,1000
429409,1000
429509,1000
429609,1000
429709,1000
429809,1000
429909,1001
430009,999
430109,1001
430209,1000
430309,1000
430409,1000
430509,1001
430609,999
430709,1000
430809,1000
430909,1000
431009,1000
431109,1000
431209,1000
431309,1000
431409,1000
431509,999
431609,1000
431709,1000
431809,1000
431909,1000
432009,1000
432109,1001
432209,1002
432309,1000
432409,1001
432509,999
432609,1000
432709,999
432809,1001
432909,1000
433009,1000
433109,1000
433209,1001
433309,1000
433409,1000
433509,1001
433609,1000
433709,1000
433809,1001
433909,1001
434009,1001
434109,1000
434209,999
434309,1000
434409,999
434509,1000
434609,1000
434709,1000
434809,999
434909,1001
435009,1000
435109,1000
435209,1000
435309,1000
435409,1001
435509,1000
435609,1000
435709,1000
435809,1000
435909,1000
436009,1001
436109,1000
436209,1000
436309,1000
436409,1000
436509,1000
436609,1001
436709,1000
436809,1000
436909,1000
437009,1000
437109,999
437209,1001
437309,999
437409,1001
437509,999
437609,999
437709,1000
437809,999
437909,1000
438009,1000
438109,1000
438209,1000
438309,999
438409,1000
438509,1000
438609,1000
438709,1000
438809,1000
438909,1001
439009,1000
439109,999
439209,1000
439309,1000
439409,999
439509,1000
439609,1001
439709,1000
439809,1000
439909,1000
440009,1000
440109,1000
440209,1001
440309,1000
440409,1000
440509,1000
440609,999
440709,1000
440809,999
440909,999
441009,1000
441109,1000
441209,1001
441309,1000
441409,1001
441509,1000
441609,1000
441709,1000
441809,1000
441909,998
442009,1000
442109,1000
442209,1000
442309,1000
442409,1000
442509,1000
442609,999
442709,1000
442809,1000
442909,1000
443009,1000
443109,1000
443209,1000
443309,1000
443409,1000
443509,1000
443609,1001
443709,1000
443809,1000
443909,1001
444009,999
444109,1000
444209,1000
444309,1000
444409,1001
444509,1000
444609,1001
444709,999
444809,1001
444909,1001
445009,1000
445109,1001
445209,1000
445309,1000
445409,1000
445509,1000
445609,1000
445709,1000
445809,1000
445909,1000
446009,999
446109,1000
446209,1000
446309,1000
446409,1000
446509,1000
446609,1000
446709,999
446809,1000
446909,1000
447009,1000
447109,1000
447209,1000
447309,1000
447409,999
447509,1000
447609,999
447709,1000
447809,1000
447909,1000
448009,1000
448109,1001
448209,1000
448309,1001
448409,1000
448509,1001
448609,999
448709,1000
448809,1001
448909,1000
449009,999
449109,1001
449209,1000
449309,1000
449409,999
449509,999
449609,1000
449709,999
449809,999
449909,1000
450009,1000
450109,999
450209,1000
450309,1000
450409,999
450509,1001
450609,1000
450709,1000
450809,1000
450909,999
451009,1001
451109,1000
451209,1000
451309,999
451409,1000
451509,999
451609,1000
451709,999
451809,1000
451909,1000
452009,1000
452109,1000
452209,1000
452309,1001
452409,1000
452509,1000
452609,1001
452709,1001
452809,1000
452909,1000
453009,999
453109,999
453209,1000
453309,1000
453409,1000
453509,1000
453609,1000
453709,999
453809,1000
453909,1000
454009,999
454109,999
454209,1000
454309,999
454409,1000
454509,1000
454609,999
454709,1000
454809,1000
454909,1000
455009,1001
455109,1001
455209,1000
455309,1000
455409,999
455509,1000
455609,1000
455709,1000
455809,1000
455909,1000
456009,1000
456109,1000
456209,1000
456309,1000
456409,1001
456509,1000
456609,1000
456709,1000
456809,1000
456909,999
457009,1000
457109,999
457209,1000
457309,1000
457409,1000
457509,1000
457609,1000
457709,999
457809,1000
457909,1000
458009,999
458109,1000
458209,1000
458309,1000
458409,1000
458509,999
458609,999
458709,1000
458809,999
458909,1000
459009,1000
459109,1000
459209,999
459309,1000
459409,999
459509,1000
459609,1000
459709,1000
459809,999
459909,1000
460009,1000
460109,999
460209,1000
460309,1000
460409,1000
460509,1000
460609,999
460709,1000
460809,1000
460909,1000
461009,1000
461109,999
461209,999
461309,999
461409,999
461509,999
461609,999
461709,1000
461809,1000
461909,1000
462009,1000
462109,999
462209,1000
462309,1000
462409,999
462509,1000
462609,1000
462709,999
462809,1000
462909,1000
463009,1000
463109,1000
463209,999
463309,1001
463409,999
463509,999
463609,999
463709,1000
463809,1001
463909,1000
464009,1000
464109,999
464209,1000
464309,1000
464409,999
464509,1000
464609,1000
464709,1000
464809,1000
464909,1000
465009,1000
465109,999
465209,999
465309,1000
465409,1000
465509,1000
465609,999
465709,1000
465809,1000
465909,1000
466009,1000
466109,1000
466209,1000
466309,1001
466409,999
466509,1000
466609,999
466709,1000
466809,1000
466909,1000
467009,1000
467109,1000
467209,1000
467309,1000
467409,1000
467509,1000
467609,1000
467709,1000
467809,1000
467909,1000
468009,999
468109,1001
468209,1000
468309,999
468409,999
468509,1000
468609,1000
468709,1000
468809,1000
468909,1000
469009,999
469109,1000
469209,1000
469309,999
469409,1000
469509,998
469609,1000
469709,999
469809,999
469909,1000
470009,999
470109,1001
470209,1001
470309,1000
470409,1000
470509,1001
470609,1001
470709,1000
470809,1000
470909,999
471009,1000
471109,1000
471209,999
471309,1000
471409,1000
471509,1001
471609,999
471709,1000
471809,1000
471909,1000
472009,1000
472109,1000
472209,999
472309,1000
472409,1001
472509,1000
472609,999
472709,999
472809,999
472909,999
473009,1000
473109,999
473209,1000
473309,999
473409,999
473509,1000
473609,999
473709,1000
473809,1001
473909,1000
474009,1000
474109,999
474209,1000
474309,999
474409,999
474509,999
474609,999
474709,1000
474809,999
474909,1000
475009,1001
475109,1000
475209,1000
475309,998
475409,999
475509,999
475609,999
475709,1000
475809,999
475909,1000
476009,999
476109,1000
476209,999
476309,1000
476409,999
476509,1000
476609,999
476709,1000
476809,999
476909,999
477009,999
477109,1000
477209,999
477309,1000
477409,999
477509,998
477609,1000
477709,999
477809,1000
477909,999
478009,999
478109,1000
478209,999
478309,999
478409,999
478509,1000
478609,1000
478709,1000
478809,999
478909,999
479009,1000
479109,999
479209,1000
479309,1000
479409,999
479509,999
479609,999
479709,999
479809,1000
479909,999
480009,1000
480109,999
480209,998
480309,1000
480409,999
480509,999
480609,999
480709,1000
480809,999
480909,1000
481009,999
481109,999
481209,999
481309,999
481409,1000
481509,1000
481609,1000
481709,999
481809,1000
481909,1000
482009,999
482109,999
482209,999
482309,999
482409,999
482509,1000
482609,998
482709,1000
482809,999
482909,1000
483009,1000
483109,999
483209,1000
483309,999
483409,999
483509,1000
483609,999
483709,999
483809,999
483909,1000
484009,1000
484109,999
484209,999
484309,999
484409,999
484509,1000
484609,1000
484709,999
484809,999
484909,1000
485009,999
485109,999
485209,999
485309,999
485409,999
485509,998
485609,999
485709,1000
485809,999
485909,999
486009,1000
486109,999
486209,999
486309,998
486409,999
486509,999
486609,999
486709,1000
486809,999
486909,999
487009,999
487109,1000
487209,999
487309,999
487409,1000
487509,999
487609,999
487709,999
487809,999
487909,999
488009,1000
488109,999
488209,999
488309,1000
488409,999
488509,1000
488609,999
488709,999
488809,999
488909,999
489009,1000
489109,998
489209,999
489309,999
489409,1000
489509,999
489609,999
489709,999
489809,999
489909,998
490009,999
490109,999
490209,1000
490309,999
490409,999
490509,998
490609,1000
490709,999
490809,999
490909,999
491009,999
491109,999
491209,999
491309,999
491409,1000
491509,999
491609,999
491709,999
491809,999
491909,999
492009,1000
492109,999
492209,999
492309,999
492409,999
492509,999
492609,999
492709,999
492809,999
492909,999
493009,999
493109,1000
493209,1000
493309,999
493409,999
493509,1000
493609,999
493709,999
493809,999
493909,999
494009,999
494109,999
494209,999
494309,1000
494409,999
494509,999
494609,999
494709,1000
494809,1000
494909,998
495009,999
495109,999
495209,1000
495309,1001
495409,1000
495509,999
495609,999
495709,1000
495809,999
495909,999
496009,999
496109,999
496209,1000
496309,999
496409,1000
496509,999
496609,1000
496709,999
496809,999
496909,1000
497009,999
497109,999
497209,998
497309,999
497409,999
497509,999
497609,1000
497709,999
497809,999
497909,999
498009,1000
498109,1000
498209,998
498309,998
498409,1000
498509,999
498609,1000
498709,1001
498809,999
498909,999
499009,999
499109,999
499209,999
499309,999
499409,1000
499509,1000
499609,999
499709,999
499809,1000
499909,999
500009,1000
500109,1000
500209,1000
500309,999
500409,999
500509,999
500609,999
500709,998
500809,999
500909,999
501009,999
501109,999
501209,1000
501309,1000
501409,1000
501509,1000
501609,999
501709,999
501809,999
501909,999
502009,999
502109,1000
502209,1000
502309,999
502409,999
502509,999
502609,999
502709,999
502809,999
502909,999
503009,998
503109,999
503209,998
503309,1000
503409,998
503509,999
503609,999
503709,999
503809,999
503909,998
504009,999
504109,999
504209,999
504309,1000
504409,999
504509,999
504609,999
504709,999
504809,999
504909,1000
505009,999
505109,998
505209,1000
505309,999
505409,999
505509,998
505609,999
505709,999
505809,999
505909,999
506009,998
506109,999
506209,999
506309,1000
506409,999
506509,999
506609,999
506709,999
506809,998
506909,999
507009,1000
507109,1000
507209,999
507309,999
507409,998
507509,1000
507609,1000
507709,999
507809,999
507909,999
508009,999
508109,1000
508209,999
508309,999
508409,999
508509,999
508609,999
508709,999
508809,998
508909,1000
509009,998
509109,999
509209,999
509309,999
509409,999
509509,999
509609,999
509709,999
509809,999
509909,999
510009,999
510109,999
510209,999
510309,999
510409,999
510509,1000
510609,998
510709,999
510809,1000
510909,998
511009,999
511109,998
511209,998
511309,999
511409,999
511509,999
511609,999
511709,999
511809,998
511909,999
512009,999
512109,999
512209,999
512309,999
512409,999
512509,999
512609,999
512709,999
512809,998
512909,999
513009,998
513109,999
513209,999
513309,999
513409,998
513509,999
513609,1000
513709,999
513809,999
513909,999
514009,999
514109,1000
514209,1000
514309,999
514409,999
514509,999
514609,998
514709,999
514809,999
514909,999
515009,999
515109,1000
515209,999
515309,1000
515409,999
515509,999
515609,999
515709,999
515809,999
515909,999
516009,1000
516109,999
516209,1000
516309,999
516409,998
516509,998
516609,1000
516709,999
516809,999
516909,1000
517009,999
517109,999
517209,999
517309,998
517409,999
517509,999
517609,998
517709,999
517809,999
517909,999
518009,999
518109,999
518209,999
518309,999
518409,998
518509,998
518609,999
518709,999
518809,999
518909,999
519009,999
519109,999
519209,999
519309,999
519409,999
519509,999
519609,999
519709,998
519809,998
519909,998
520009,999
520109,998
520209,999
520309,999
520409,998
520509,998
520609,999
520709,1000
520809,999
520909,1000
521009,998
521109,1000
521209,999
521309,999
521409,999
521509,999
521609,999
521709,999
521809,999
521909,999
522009,999
522109,999
522209,1000
522309,998
522409,998
522509,999
522609,999
522709,999
522809,999
522909,999
523009,999
523109,998
523209,999
523309,999
523409,998
523509,998
523609,999
523709,999
523809,999
523909,1000
524009,998
524109,999
524209,1000
524309,999
524409,998
524509,999
524609,999
524709,998
524809,999
524909,999
525009,998
525109,998
525209,998
525309,999
525409,998
525509,999
525609,998
525709,999
525809,999
525909,998
526009,999
526109,1000
526209,998
526309,999
526409,999
526509,998
526609,998
526709,1000
526809,1000
526909,998
527009,999
527109,999
527209,998
527309,999
527409,1000
527509,999
527609,1000
527709,999
527809,999
527909,999
528009,998
528109,999
528209,998
528309,998
528409,999
528509,999
528609,998
528709,999
528809,999
528909,998
529009,998
529109,1000
529209,998
529309,998
529409,999
529509,998
529609,998
529709,998
529809,998
529909,999
530009,999
530109,999
530209,999
530309,998
530409,998
530509,998
530609,998
530709,999
530809,999
530909,998
531009,999
531109,999
531209,1000
531309,999
531409,1000
531509,999
531609,999
531709,999
531809,999
531909,999
532009,999
532109,998
532209,998
532309,999
532409,998
532509,999
532609,998
532709,998
532809,999
532909,999
533009,999
533109,999
533209,999
533309,998
533409,999
533509,998
533609,999
533709,998
533809,999
533909,998
534009,998
534109,998
534209,998
534309,999
534409,998
534509,999
534609,998
534709,998
534809,998
534909,999
535009,998
535109,998
535209,999
535309,1000
535409,998
535509,999
535609,999
535709,998
535809,1000
535909,999
536009,998
536109,999
536209,997
536309,999
536409,999
536509,1000
536609,999
536709,998
536809,998
536909,1000
537009,999
537109,999
537209,998
537309,999
537409,999
537509,998
537609,999
537709,999
537809,998
537909,999
538009,999
538109,998
538209,998
538309,999
538409,999
538509,999
538609,999
538709,997
538809,999
538909,998
539009,999
539109,999
539209,998
539309,998
539409,1000
539509,999
539609,998
539709,999
539809,998
539909,998
540009,998
540109,998
540209,998
540309,998
540409,999
540509,998
540609,999
540709,998
540809,998
540909,999
541009,999
541109,998
541209,999
541309,998
541409,999
541509,999
541609,999
541709,998
541809,999
541909,999
542009,999
542109,999
542209,1000
542309,1000
542409,998
542509,997
542609,999
542709,999
542809,1000
542909,999
543009,998
543109,999
543209,999
543309,999
543409,998
543509,1000
543609,999
543709,999
543809,998
543909,999
544009,999
544109,999
544209,999
544309,998
544409,998
544509,998
544609,998
544709,999
544809,999
544909,998
545009,998
545109,998
545209,999
545309,997
545409,1000
545509,999
545609,999
545709,998
545809,999
545909,999
546009,999
546109,998
546209,998
546309,997
546409,998
546509,998
546609,999
546709,999
546809,998
546909,999
547009,999
547109,998
547209,999
547309,998
547409,998
547509,998
547609,999
547709,998
547809,999
547909,998
548009,999
548109,998
548209,999
548309,999
548409,998
548509,999
548609,999
548709,999
548809,999
548909,999
549009,998
549109,999
549209,999
549309,999
549409,998
549509,998
549609,999
549709,998
549809,998
549909,998
550009,999
550109,998
550209,999
550309,998
550409,999
550509,998
550609,999
550709,998
550809,999
550909,999
551009,998
551109,998
551209,999
551309,999
551409,999
551509,999
551609,999
551709,999
551809,998
551909,997
552009,999
552109,999
552209,999
552309,998
552409,999
552509,999
552609,1000
552709,998
552809,999
552909,998
553009,998
553109,998
553209,998
553309,999
553409,998
553509,999
553609,998
553709,999
553809,998
553909,998
554009,999
554109,999
554209,999
554309,998
554409,999
554509,999
554609,999
554709,999
554809,998
554909,997
555009,999
555109,999
555209,998
555309,999
555409,998
555509,999
555609,999
555709,998
555809,998
555909,998
556009,998
556109,999
556209,998
556309,998
556409,999
556509,998
556609,999
556709,998
556809,999
556909,998
557009,998
557109,999
557209,999
557309,998
557409,998
557509,998
557609,999
557709,999
557809,999
557909,999
558009,998
558109,999
558209,998
558309,999
558409,998
558509,999
558609,998
558709,999
558809,998
558909,997
559009,998
559109,999
559209,998
559309,998
559409,999
559509,998
559609,999
559709,999
559809,999
559909,998
560009,999
560109,998
560209,999
560309,999
560409,999
560509,999
560609,1000
560709,999
560809,998
560909,997
561009,997
561109,998
561209,998
561309,999
561409,999
561509,998
561609,998
561709,999
561809,998
561909,998
562009,999
562109,999
562209,998
562309,998
562409,999
562509,998
562609,999
562709,998
562809,998
562909,998
563009,998
563109,998
563209,999
563309,998
563409,999
563509,998
563609,999
563709,998
563809,998
563909,998
564009,999
564109,999
564209,998
564309,998
564409,999
564509,998
564609,998
564709,998
564809,998
564909,998
565009,997
565109,998
565209,998
565309,998
565409,998
565509,998
565609,998
565709,999
565809,998
565909,998
566009,998
566109,998
566209,998
566309,999
566409,999
566509,998
566609,999
566709,999
566809,998
566909,999
567009,998
567109,998
567209,998
567309,998
567409,999
567509,999
567609,998
567709,999
567809,999
567909,998
568009,997
568109,999
568209,999
568309,999
568409,999
568509,998
568609,998
568709,998
568809,998
568909,998
569009,999
569109,998
569209,998
569309,998
569409,998
569509,997
569609,998
569709,998
569809,998
569909,998
570009,999
570109,999
570209,999
570309,999
570409,998
570509,998
570609,998
570709,998
570809,998
570909,999
571009,998
571109,999
571209,997
571309,998
571409,998
571509,999
571609,997
571709,998
571809,999
571909,998
572009,998
572109,997
572209,998
572309,998
572409,998
572509,998
572609,998
572709,998
572809,998
572909,998
573009,998
573109,999
573209,998
573309,999
573409,998
573509,997
573609,999
573709,997
573809,998
573909,998
574009,998
574109,998
574209,998
574309,998
574409,998
574509,997
574609,997
574709,998
574809,997
574909,998
575009,999
575109,998
575209,998
575309,998
575409,998
575509,998
575609,998
575709,999
575809,998
575909,998
576009,998
576109,998
576209,999
576309,997
576409,998
576509,998
576609,999
576709,998
576809,998
576909,998
577009,998
577109,999
577209,998
577309,998
577409,999
577509,999
577609,999
577709,1000
577809,999
577909,998
578009,998
578109,998
578209,998
578309,999
578409,998
578509,998
578609,998
578709,999
578809,998
578909,998
579009,998
579109,999
579209,999
579309,999
579409,998
579509,999
579609,998
579709,998
579809,998
579909,998
580009,998
580109,998
580209,997
580309,998
580409,999
580509,997
580609,998
580709,998
580809,998
580909,999
581009,997
581109,998
581209,999
581309,998
581409,998
581509,998
581609,997
581709,998
581809,998
581909,998
582009,998
582109,999
582209,999
582309,998
582409,998
582509,999
582609,997
582709,999
582809,998
582909,997
583009,998
583109,998
583209,998
583309,998
583409,997
583509,998
583609,999
583709,997
583809,997
583909,998
584009,997
584109,997
584209,998
584309,998
584409,998
584509,997
584609,998
584709,999
584809,998
584909,998
585009,998
585109,998
585209,997
585309,998
585409,998
585509,999
585609,999
585709,998
585809,998
585909,999
586009,998
586109,998
586209,999
586309,997
586409,998
586509,998
586609,998
586709,998
586809,997
586909,997
587009,998
587109,998
587209,997
587309,998
587409,998
587509,998
587609,997
587709,999
587809,997
587909,998
588009,999
588109,998
588209,998
588309,997
588409,998
588509,998
588609,998
588709,998
588809,998
588909,998
589009,997
589109,998
589209,998
589309,998
589409,998
589509,998
589609,998
589709,998
589809,997
589909,999
590009,997
590109,999
590209,998
590309,998
590409,998
590509,999
590609,998
590709,998
590809,998
590909,998
591009,997
591109,998
591209,998
591309,998
591409,997
591509,998
591609,999
591709,999
591809,998
591909,999
592009,998
592109,998
592209,998
592309,998
592409,998
592509,997
592609,998
592709,997
592809,1000
592909,998
593009,998
593109,998
593209,998
593309,998
593409,998
593509,998
593609,998
593709,998
593809,998
593909,998
594009,997
594109,998
594209,998
594309,998
594409,997
594509,998
594609,997
594709,997
594809,998
594909,998
595009,998
595109,997
595209,998
595309,998
595409,998
595509,998
595609,997
595709,998
595809,998
595909,998
596009,999
596109,998
596209,998
596309,997
596409,998
596509,998
596609,997
596709,998
596809,997
596909,998
597009,998
597109,996
597209,998
597309,998
597409,997
597509,998
597609,998
597709,998
597809,999
597909,998
598009,997
598109,997
598209,997
598309,998
598409,998
598509,998
598609,998
598709,998
598809,998
598909,998
599009,999
599109,997
599209,998
599309,998
599409,999
599509,998
599609,999
599709,998
599809,998
599909,997
600009,999
600109,998
600209,998
600309,997
600409,998
600509,998
600609,998
600709,998
600809,997
600909,998
601009,997
601109,998
601209,998
601309,997
601409,998
601509,998
601609,998
601709,997
601809,999
601909,998
602009,999
602109,998
602209,999
602309,998
602409,998
602509,998
602609,997
602709,998
602809,998
602909,997
603009,998
603109,999
603209,998
603309,998
603409,998
603509,998
603609,998
603709,998
603809,998
603909,998
604009,998
604109,998
604209,998
604309,999
604409,998
604509,998
604609,998
604709,998
604809,998
604909,998
605009,998
605109,998
605209,998
605309,998
605409,997
605509,998
605609,998
605709,998
605809,997
605909,998
606009,997
606109,998
606209,998
606309,998
606409,997
606509,998
606609,997
606709,997
606809,998
606909,997
607009,998
607109,998
607209,997
607309,999
607409,997
607509,998
607609,998
607709,997
607809,998
607909,998
608009,998
608109,997
608209,998
608309,1000
608409,998
608509,998
608609,998
608709,998
608809,997
608909,998
609009,998
609109,997
609209,998
609309,997
609409,998
609509,997
609609,998
609709,998
609809,997
609909,997
610009,997
610109,998
610209,997
610309,998
610409,997
610509,998
610609,998
610709,997
610809,999
610909,998
611009,998
611109,997
611209,997
611309,998
611409,998
611509,998
611609,997
611709,997
611809,998
611909,998
612009,998
612109,998
612209,998
612309,998
612409,998
612509,998
612609,998
612709,997
612809,997
612909,998
613009,997
613109,998
613209,998
613309,997
613409,998
613509,998
613609,999
613709,997
613809,998
613909,997
614009,997
614109,998
614209,996
614309,998
614409,997
614509,998
614609,998
614709,998
614809,998
614909,997
615009,997
615109,998
615209,998
615309,998
615409,998
615509,997
615609,998
615709,997
615809,997
615909,998
616009,998
616109,998
616209,998
616309,998
616409,998
616509,998
616609,998
616709,997
616809,998
616909,999
617009,996
617109,998
617209,998
617309,996
617409,997
617509,998
617609,998
617709,998
617809,998
617909,997
618009,997
618109,998
618209,998
618309,997
618409,998
618509,998
618609,998
618709,997
618809,998
618909,997
619009,998
619109,998
619209,997
619309,998
619409,997
619509,997
619609,997
619709,998
619809,997
619909,998
620009,997
620109,998
620209,997
620309,997
620409,997
620509,998
620609,998
620709,997
620809,998
620909,998
621009,997
621109,997
621209,998
621309,997
621409,998
621509,998
621609,997
621709,998
621809,996
621909,997
622009,997
622109,997
622209,997
622309,998
622409,997
622509,997
622609,998
622709,998
622809,998
622909,997
623009,998
623109,998
623209,997
623309,998
623409,997
623509,997
623609,997
623709,999
623809,997
623909,997
624009,997
624109,998
624209,998
624309,997
624409,997
624509,998
624609,997
624709,998
624809,997
624909,998
625009,997
625109,998
625209,997
625309,997
625409,997
625509,998
625609,997
625709,997
625809,998
625909,997
626009,997
626109,997
626209,998
626309,999
626409,997
626509,998
626609,998
626709,998
626809,998
626909,998
627009,998
627109,997
627209,998
627309,998
627409,997
627509,997
627609,997
627709,997
627809,998
627909,998
628009,998
628109,998
628209,998
628309,998
628409,998
628509,998
628609,997
628709,997
628809,997
628909,997
629009,997
629109,997
629209,997
629309,997
629409,997
629509,997
629609,998
629709,998
629809,996
629909,997
630009,997
630109,998
630209,999
630309,998
630409,997
630509,997
630609,997
630709,997
630809,998
630909,998
631009,997
631109,998
631209,998
631309,997
631409,998
631509,997
631609,997
631709,997
631809,997
631909,997
632009,997
632109,998
632209,997
632309,996
632409,997
632509,997
632609,997
632709,997
632809,997
632909,998
633009,998
633109,997
633209,997
633309,997
633409,997
633509,997
633609,997
633709,998
633809,998
633909,998
634009,998
634109,997
634209,998
634309,997
634409,998
634509,998
634609,998
634709,997
634809,997
634909,997
635009,997
635109,998
635209,997
635309,998
635409,997
635509,998
635609,997
635709,996
635809,996
635909,998
636009,998
636109,998
636209,997
636309,998
636409,997
636509,998
636609,997
636709,998
636809,998
636909,998
637009,997
637109,998
637209,997
637309,998
637409,998
637509,997
637609,998
637709,998
637809,997
637909,998
638009,998
638109,998
638209,997
638309,998
638409,997
638509,997
638609,998
638709,998
638809,997
638909,998
639009,998
639109,998
639209,997
639309,998
639409,997
639509,998
639609,998
639709,998
639809,997
639909,997
640009,997
640109,997
640209,999
640309,998
640409,997
640509,997
640609,997
640709,998
640809,997
640909,997
641009,998
641109,997
641209,997
641309,997
641409,998
641509,997
641609,998
641709,998
641809,996
641909,998
642009,998
642109,997
642209,998
642309,997
642409,997
642509,998
642609,996
642709,997
642809,997
642909,997
643009,998
643109,997
643209,997
643309,997
643409,998
643509,998
643609,998
643709,997
643809,998
643909,997
644009,997
644109,997
644209,998
644309,998
644409,997
644509,998
644609,998
644709,998
644809,997
644909,997
645009,998
645109,997
645209,997
645309,997
645409,997
645509,996
645609,997
645709,997
645809,997
645909,997
646009,997
646109,998
646209,998
646309,997
646409,997
646509,998
646609,998
646709,998
646809,998
646909,997
647009,997
647109,998
647209,998
647309,997
647409,996
647509,998
647609,996
647709,997
647809,998
647909,998
648009,998
648109,998
648209,997
648309,997
648409,997
648509,998
648609,997
648709,997
648809,998
648909,998
649009,998
649109,998
649209,997
649309,998
649409,997
649509,998
649609,997
649709,997
649809,998
649909,997
650009,997
650109,997
650209,997
650309,998
650409,997
650509,997
650609,997
650709,996
650809,997
650909,997
651009,998
651109,997
651209,998
651309,997
651409,998
651509,999
651609,997
651709,997
651809,997
651909,997
652009,997
652109,998
652209,998
652309,997
652409,997
652509,997
652609,997
652709,997
652809,997
652909,998
653009,997
653109,997
653209,997
653309,998
653409,997
653509,997
653609,997
653709,997
653809,997
653909,998
654009,998
654109,996
654209,997
654309,996
654409,997
654509,997
654609,998
654709,997
654809,997
654909,997
655009,997
655109,998
655209,997
655309,997
655409,998
655509,997
655609,997
655709,997
655809,997
655909,997
656009,998
656109,998
656209,997
656309,999
656409,998
656509,998
656609,996
656709,998
656809,998
656909,997
657009,997
657109,996
657209,997
657309,997
657409,997
657509,997
657609,997
657709,996
657809,998
657909,996
658009,997
658109,997
658209,997
658309,997
658409,998
658509,997
658609,996
658709,998
658809,997
658909,997
659009,997
659109,998
659209,997
659309,997
659409,998
659509,996
659609,997
659709,998
659809,997
659909,997
660009,997
660109,997
660209,997
660309,999
660409,997
660509,997
660609,997
660709,997
660809,997
660909,998
661009,997
661109,997
661209,998
661309,997
661409,998
661509,997
661609,996
661709,997
661809,996
661909,997
662009,998
662109,998
662209,998
662309,997
662409,998
662509,997
662609,997
662709,998
662809,996
662909,997
663009,997
663109,997
663209,997
663309,997
663409,997
663509,997
663609,997
663709,997
663809,998
663909,997
664009,997
664109,997
664209,996
664309,996
664409,998
664509,997
664609,997
664709,997
664809,998
664909,996
665009,997
665109,997
665209,998
665309,998
665409,999
665509,997
665609,997
665709,997
665809,997
665909,998
666009,998
666109,998
666209,997
666309,998
666409,997
666509,997
666609,998
666709,997
666809,997
666909,998
667009,998
667109,997
667209,997
667309,998
667409,997
667509,998
667609,996
667709,998
667809,997
667909,997
668009,997
668109,997
668209,997
668309,997
668409,997
668509,997
668609,997
668709,997
668809,997
668909,997
669009,998
669109,997
669209,998
669309,997
669409,997
669509,997
669609,997
669709,998
669809,997
669909,997
670009,997
670109,997
670209,997
670309,997
670409,997
670509,998
670609,997
670709,996
670809,998
670909,997
671009,997
671109,997
671209,998
671309,997
671409,998
671509,997
671609,997
671709,998
671809,997
671909,997
672009,996
672109,997
672209,998
672309,997
672409,998
672509,997
672609,998
672709,998
672809,998
672909,997
673009,998
673109,997
673209,998
673309,998
673409,996
673509,997
673609,997
673709,998
673809,997
673909,997
674009,998
674109,997
674209,997
674309,997
674409,997
674509,997
674609,997
674709,997
674809,997
674909,997
675009,997
675109,997
675209,997
675309,997
675409,998
675509,997
675609,997
675709,998
675809,996
675909,998
676009,997
676109,997
676209,997
676309,997
676409,997
676509,997
676609,996
676709,996
676809,997
676909,997
677009,997
677109,996
677209,997
677309,997
677409,997
677509,996
677609,997
677709,997
677809,997
677909,997
678009,997
678109,997
678209,997
678309,997
678409,997
678509,997
678609,997
678709,996
678809,996
678909,996
679009,997
679109,997
679209,997
679309,997
679409,997
679509,997
679609,998
679709,997
679809,996
679909,997
680009,997
680109,996
680209,997
680309,998
680409,998
680509,997
680609,997
680709,998
680809,997
680909,998
681009,997
681109,997
681209,998
681309,997
681409,997
681509,997
681609,996
681709,997
681809,998
681909,997
682009,998
682109,997
682209,997
682309,997
682409,997
682509,997
682609,997
682709,996
682809,997
682909,996
683009,996
683109,998
683209,997
683309,996
683409,997
683509,996
683609,996
683709,997
683809,998
683909,997
684009,996
684109,997
684209,997
684309,997
684409,997
684509,997
684609,997
684709,997
684809,996
684909,998
685009,996
685109,996
685209,997
685309,998
685409,997
685509,997
685609,997
685709,998
685809,996
685909,997
686009,997
686109,996
686209,997
686309,996
686409,997
686509,996
686609,997
686709,997
686809,997
686909,996
687009,997
687109,997
687209,997
687309,997
687409,997
687509,997
687609,998
687709,997
687809,997
687909,997
688009,996
688109,996
688209,997
688309,997
688409,996
688509,996
688609,996
688709,996
688809,998
688909,997
689009,997
689109,997
689209,998
689309,996
689409,997
689509,997
689609,998
689709,998
689809,996
689909,997
690009,997
690109,997
690209,997
690309,997
690409,998
690509,998
690609,997
690709,997
690809,996
690909,998
691009,997
691109,996
691209,997
691309,997
691409,996
691509,997
691609,998
691709,997
691809,997
691909,997
692009,997
692109,997
692209,997
692309,997
692409,996
692509,997
692609,997
692709,997
692809,997
692909,997
693009,997
693109,997
693209,997
693309,997
693409,997
693509,998
693609,998
693709,996
693809,996
693909,997
694009,996
694109,997
694209,998
694309,996
694409,997
694509,997
694609,996
694709,997
694809,997
694909,997
695009,997
695109,997
695209,997
695309,996
695409,996
695509,997
695609,997
695709,997
695809,998
695909,997
696009,997
696109,997
696209,997
696309,998
696409,997
696509,997
696609,998
696709,997
696809,997
696909,998
697009,997
697109,998
697209,997
697309,997
697409,997
697509,998
697609,997
697709,996
697809,997
697909,998
698009,997
698109,997
698209,997
698309,997
698409,997
